rank,score,feature_jaccard,best_view,id1,cat1,id2,cat2,planted,held_out
292,0.2917,0.1667,core-core,1602.05417,physics.class-ph,2505.15526,q-fin.GN,,False
293,0.2917,0.1667,skel-core,1607.07287,cond-mat.stat-mech,2401.00664,math.OC,,False
294,0.2917,0.1667,skel-skel,1607.07287,cond-mat.stat-mech,2402.13378,econ.TH,,False
295,0.2917,0.1667,skel-skel,1702.00718,q-bio.NC,2401.00621,math.AP,,False
296,0.2917,0.1667,core-skel,1702.01718,math.AP,2401.01171,physics.soc-ph,,False
297,0.2917,0.1667,core-skel,1702.01718,math.AP,2401.01850,nlin.AO,,False
298,0.2917,0.1667,core-skel,1702.01718,math.AP,2401.09955,q-fin.PR,,False
299,0.2917,0.1667,skel-skel,1709.01726,physics.soc-ph,2401.00671,math.PR,,False
300,0.2917,0.1667,skel-skel,1712.01032,physics.class-ph,2401.09955,q-fin.PR,,False
301,0.2917,0.1667,skel-skel,1807.11410,nlin.AO,2401.00671,math.PR,,False
302,0.2917,0.1667,skel-skel,2004.01025,cs.LG,2401.01171,physics.soc-ph,,False
303,0.2917,0.1667,skel-skel,2004.01025,cs.LG,2401.09955,q-fin.PR,,False
304,0.2917,0.1667,skel-skel,2004.09314,q-bio.PE,2401.00671,math.PR,,False
305,0.2917,0.1667,skel-skel,2007.02182,quant-ph,2401.00621,math.AP,,False
306,0.2917,0.1667,skel-skel,2012.11533,eess.SY,2401.01632,q-bio.PE,,False
307,0.2917,0.1667,skel-skel,2202.04557,cs.NE,2401.01171,physics.soc-ph,,False
308,0.2917,0.1667,skel-skel,2202.04557,cs.NE,2401.09955,q-fin.PR,,False
309,0.2917,0.1667,skel-skel,2208.02457,q-bio.PE,2401.00671,math.PR,,False
310,0.2917,0.1667,skel-skel,2311.15996,cs.LG,2401.01171,physics.soc-ph,,False
311,0.2917,0.1667,skel-skel,2311.15996,cs.LG,2401.01850,nlin.AO,,False
312,0.2917,0.1667,skel-core,2401.00621,math.AP,2408.11953,physics.optics,,False
313,0.2917,0.1667,core-skel,2401.00657,math.OC,2401.00839,econ.TH,,False
314,0.2917,0.1667,core-skel,2401.00664,math.OC,2401.00688,cs.SI,,False
315,0.2917,0.1667,skel-skel,2401.00670,eess.SY,2401.01171,physics.soc-ph,,False
316,0.2917,0.1667,skel-skel,2401.00670,eess.SY,2401.01850,nlin.AO,,False
317,0.2917,0.1667,skel-skel,2401.00671,math.PR,2505.15526,q-fin.GN,,False
318,0.2917,0.1667,skel-skel,2401.00688,cs.SI,2402.13378,econ.TH,,False
319,0.2917,0.1667,skel-skel,2401.01171,physics.soc-ph,2401.01632,q-bio.PE,,False
320,0.2917,0.1667,skel-skel,2401.01632,q-bio.PE,2401.09955,q-fin.PR,,False
321,0.2900,0.2000,core-skel,2401.00621,math.AP,2401.00839,econ.TH,,False
322,0.2875,0.2500,skel-core,1506.01137,q-bio.PE,2401.00661,eess.SY,,False
323,0.2875,0.2500,core-skel,2004.01025,cs.LG,2401.00940,econ.TH,,False
324,0.2875,0.2500,skel-core,2202.04557,cs.NE,2401.00661,eess.SY,,False
325,0.2875,0.2500,core-skel,2401.00661,eess.SY,2401.00688,cs.SI,,False
326,0.2875,0.2500,core-skel,2401.00661,eess.SY,2401.01632,q-bio.PE,,False
327,0.2875,0.2500,skel-core,2401.00671,math.PR,2401.00839,econ.TH,,False
328,0.2808,0.1538,core-core,2311.15996,cs.LG,2401.00822,cond-mat.stat-mech,,False
329,0.2789,0.2222,core-core,1501.04037,cond-mat.supr-con,2401.09955,q-fin.PR,,False
330,0.2789,0.2222,core-core,2007.02182,quant-ph,2401.09955,q-fin.PR,,False
331,0.2789,0.2222,core-core,2311.15996,cs.LG,2408.11953,physics.optics,,False
332,0.2750,0.2000,core-core,1008.3331,cond-mat.stat-mech,2401.01397,physics.soc-ph,,False
333,0.2750,0.2000,skel-core,1406.2405,q-bio.PE,1612.08949,physics.soc-ph,,False
334,0.2750,0.2000,core-skel,1612.08949,physics.soc-ph,2401.00822,cond-mat.stat-mech,,False
335,0.2750,0.2000,skel-skel,2401.00657,math.OC,2401.01171,physics.soc-ph,,False
336,0.2750,0.2000,skel-skel,2401.00657,math.OC,2401.09955,q-fin.PR,,False
337,0.2729,0.2857,skel-skel,1008.3331,cond-mat.stat-mech,2401.00940,econ.TH,,False
338,0.2729,0.2857,skel-skel,1406.2405,q-bio.PE,2401.00940,econ.TH,,False
339,0.2729,0.2857,core-skel,1702.00718,q-bio.NC,2401.01397,physics.soc-ph,,False
340,0.2729,0.2857,skel-skel,1702.01718,math.AP,2311.15996,cs.LG,,False
341,0.2729,0.2857,skel-skel,1709.01726,physics.soc-ph,2007.02182,quant-ph,,False
342,0.2729,0.2857,skel-core,1807.11410,nlin.AO,2408.11953,physics.optics,,False
343,0.2729,0.2857,skel-skel,2004.09314,q-bio.PE,2007.02182,quant-ph,,False
344,0.2729,0.2857,skel-skel,2007.02182,quant-ph,2208.02457,q-bio.PE,,False
345,0.2729,0.2857,skel-core,2008.00245,cond-mat.stat-mech,2401.01850,nlin.AO,,False
346,0.2729,0.2857,core-core,2012.11533,eess.SY,2401.00688,cs.SI,,False
347,0.2729,0.2857,skel-core,2202.04557,cs.NE,2401.00623,math.AP,,False
348,0.2729,0.2857,skel-core,2208.02457,q-bio.PE,2408.11953,physics.optics,,False
349,0.2729,0.2857,skel-core,2308.15326,physics.soc-ph,2401.00688,cs.SI,,False
350,0.2729,0.2857,core-skel,2401.00621,math.AP,2401.00822,cond-mat.stat-mech,,False
351,0.2729,0.2857,core-skel,2401.00670,eess.SY,2401.00688,cs.SI,,False
352,0.2714,0.1429,skel-skel,1008.3331,cond-mat.stat-mech,2012.11533,eess.SY,,False
353,0.2714,0.1429,skel-core,1402.3007,math-ph,1511.02314,nlin.PS,,False
354,0.2714,0.1429,skel-skel,1402.3007,math-ph,1702.01718,math.AP,,False
355,0.2714,0.1429,skel-skel,1406.2405,q-bio.PE,2012.11533,eess.SY,,False
356,0.2714,0.1429,skel-skel,1406.2405,q-bio.PE,2401.01171,physics.soc-ph,,False
357,0.2714,0.1429,skel-skel,1501.04037,cond-mat.supr-con,1702.01718,math.AP,,False
358,0.2714,0.1429,skel-skel,1504.03074,q-fin.PR,2306.13252,physics.flu-dyn,,False
359,0.2714,0.1429,skel-skel,1504.03074,q-fin.PR,2401.00623,math.AP,,False
360,0.2714,0.1429,skel-core,1506.01137,q-bio.PE,1702.01718,math.AP,,False
361,0.2714,0.1429,skel-skel,1506.01137,q-bio.PE,2311.15996,cs.LG,,False
362,0.2714,0.1429,skel-skel,1506.01137,q-bio.PE,2401.00670,eess.SY,,False
363,0.2714,0.1429,skel-skel,1511.02314,nlin.PS,1702.01718,math.AP,,False
364,0.2714,0.1429,skel-skel,1602.05417,physics.class-ph,2401.00670,eess.SY,,False
365,0.2714,0.1429,skel-skel,1607.07287,cond-mat.stat-mech,2401.00661,eess.SY,,False
366,0.2714,0.1429,skel-skel,1702.00718,q-bio.NC,2306.13252,physics.flu-dyn,,False
367,0.2714,0.1429,skel-skel,1702.00718,q-bio.NC,2401.00623,math.AP,,False
368,0.2714,0.1429,core-skel,1702.01718,math.AP,2004.01025,cs.LG,,False
369,0.2714,0.1429,core-skel,1702.01718,math.AP,2203.16300,eess.SY,,False
370,0.2714,0.1429,core-skel,1702.01718,math.AP,2401.00670,eess.SY,,False
371,0.2714,0.1429,core-skel,1702.01718,math.AP,2401.01397,physics.soc-ph,,False
372,0.2714,0.1429,core-skel,1702.01718,math.AP,2401.01632,q-bio.PE,,False
373,0.2714,0.1429,skel-skel,1709.01726,physics.soc-ph,2012.11533,eess.SY,,False
374,0.2714,0.1429,skel-skel,1709.01726,physics.soc-ph,2401.09955,q-fin.PR,,False
375,0.2714,0.1429,skel-skel,1807.11410,nlin.AO,2401.01171,physics.soc-ph,,False
376,0.2714,0.1429,skel-skel,1807.11410,nlin.AO,2401.09955,q-fin.PR,,False
377,0.2714,0.1429,skel-skel,2004.01025,cs.LG,2401.01397,physics.soc-ph,,False
378,0.2714,0.1429,skel-skel,2004.09314,q-bio.PE,2401.01171,physics.soc-ph,,False
379,0.2714,0.1429,skel-skel,2004.09314,q-bio.PE,2401.09955,q-fin.PR,,False
380,0.2714,0.1429,skel-skel,2007.02182,quant-ph,2306.13252,physics.flu-dyn,,False
381,0.2714,0.1429,skel-skel,2007.02182,quant-ph,2401.00623,math.AP,,False
382,0.2714,0.1429,skel-skel,2012.11533,eess.SY,2505.15526,q-fin.GN,,False
383,0.2714,0.1429,skel-skel,2202.04557,cs.NE,2401.00670,eess.SY,,False
384,0.2714,0.1429,skel-skel,2202.04557,cs.NE,2401.01397,physics.soc-ph,,False
385,0.2714,0.1429,skel-skel,2203.16300,eess.SY,2311.15996,cs.LG,,False
386,0.2714,0.1429,skel-skel,2203.16300,eess.SY,2401.01397,physics.soc-ph,,False
387,0.2714,0.1429,skel-skel,2208.02457,q-bio.PE,2401.01171,physics.soc-ph,,False
388,0.2714,0.1429,skel-skel,2208.02457,q-bio.PE,2401.09955,q-fin.PR,,False
389,0.2714,0.1429,skel-skel,2311.15996,cs.LG,2401.00670,eess.SY,,False
390,0.2714,0.1429,skel-skel,2311.15996,cs.LG,2401.01397,physics.soc-ph,,False
391,0.2714,0.1429,skel-skel,2311.15996,cs.LG,2401.01632,q-bio.PE,,False
392,0.2714,0.1429,skel-core,2401.00623,math.AP,2408.11953,physics.optics,,False
393,0.2714,0.1429,skel-skel,2401.00670,eess.SY,2401.01397,physics.soc-ph,,False
394,0.2714,0.1429,skel-skel,2401.00670,eess.SY,2401.01632,q-bio.PE,,False
395,0.2714,0.1429,skel-skel,2401.00822,cond-mat.stat-mech,2401.01171,physics.soc-ph,,False
396,0.2714,0.1429,skel-skel,2401.00822,cond-mat.stat-mech,2401.09955,q-fin.PR,,False
397,0.2714,0.1429,skel-skel,2401.01171,physics.soc-ph,2505.15526,q-fin.GN,,False
398,0.2714,0.1429,skel-skel,2401.01397,physics.soc-ph,2401.01632,q-bio.PE,,False
399,0.2639,0.2222,skel-core,1406.2405,q-bio.PE,2401.00661,eess.SY,,False
400,0.2639,0.2222,skel-core,1807.11410,nlin.AO,2401.00661,eess.SY,,False
401,0.2639,0.2222,skel-core,2004.09314,q-bio.PE,2401.00661,eess.SY,,False
402,0.2639,0.2222,core-core,2012.11533,eess.SY,2401.00651,cs.SI,,False
403,0.2639,0.2222,core-skel,2202.04557,cs.NE,2401.00940,econ.TH,,False
404,0.2639,0.2222,core-skel,2401.00661,eess.SY,2401.00822,cond-mat.stat-mech,,False
405,0.2617,0.1667,core-skel,2401.00623,math.AP,2401.00839,econ.TH,,False
406,0.2600,0.2000,core-core,1008.3331,cond-mat.stat-mech,2007.02182,quant-ph,,False
407,0.2595,0.1818,core-core,1406.2405,q-bio.PE,2401.01397,physics.soc-ph,,False
408,0.2562,0.1250,skel-skel,1008.3331,cond-mat.stat-mech,1602.05417,physics.class-ph,,False
409,0.2562,0.1250,skel-core,1008.3331,cond-mat.stat-mech,1702.01718,math.AP,,False
410,0.2562,0.1250,skel-core,1402.3007,math-ph,1501.04037,cond-mat.supr-con,,False
411,0.2562,0.1250,skel-core,1406.2405,q-bio.PE,1702.01718,math.AP,,False
412,0.2562,0.1250,skel-skel,1406.2405,q-bio.PE,2311.15996,cs.LG,,False
413,0.2562,0.1250,skel-skel,1406.2405,q-bio.PE,2401.00670,eess.SY,,False
414,0.2562,0.1250,skel-skel,1602.05417,physics.class-ph,1807.11410,nlin.AO,,False
415,0.2562,0.1250,core-skel,1602.05417,physics.class-ph,2401.00621,math.AP,,False
416,0.2562,0.1250,skel-core,1607.07287,cond-mat.stat-mech,2401.00657,math.OC,,False
417,0.2562,0.1250,skel-core,1612.08949,physics.soc-ph,2012.11533,eess.SY,,False
418,0.2562,0.1250,skel-core,1702.01718,math.AP,2408.11953,physics.optics,,False
419,0.2562,0.1250,core-skel,1702.01718,math.AP,2505.15526,q-fin.GN,,False
420,0.2562,0.1250,skel-skel,1709.01726,physics.soc-ph,2311.15996,cs.LG,,False
421,0.2562,0.1250,skel-skel,1712.01032,physics.class-ph,1807.11410,nlin.AO,,False
422,0.2562,0.1250,core-skel,1712.01032,physics.class-ph,2004.01025,cs.LG,,False
423,0.2562,0.1250,core-skel,1712.01032,physics.class-ph,2202.04557,cs.NE,,False
424,0.2562,0.1250,skel-skel,1712.01032,physics.class-ph,2505.15526,q-fin.GN,,False
425,0.2562,0.1250,skel-skel,1807.11410,nlin.AO,2311.15996,cs.LG,,False
426,0.2562,0.1250,skel-skel,1807.11410,nlin.AO,2401.00670,eess.SY,,False
427,0.2562,0.1250,skel-skel,1807.11410,nlin.AO,2401.01397,physics.soc-ph,,False
428,0.2562,0.1250,skel-skel,2004.01025,cs.LG,2004.09314,q-bio.PE,,False
429,0.2562,0.1250,skel-skel,2004.09314,q-bio.PE,2202.04557,cs.NE,,False
430,0.2562,0.1250,skel-skel,2004.09314,q-bio.PE,2203.16300,eess.SY,,False
431,0.2562,0.1250,skel-skel,2004.09314,q-bio.PE,2311.15996,cs.LG,,False
432,0.2562,0.1250,core-core,2008.00245,cond-mat.stat-mech,2401.00640,math.PR,,False
433,0.2562,0.1250,skel-core,2008.00245,cond-mat.stat-mech,2401.00688,cs.SI,,False
434,0.2562,0.1250,skel-skel,2208.02457,q-bio.PE,2311.15996,cs.LG,,False
435,0.2562,0.1250,core-core,2401.00651,cs.SI,2401.00664,math.OC,,False
436,0.2562,0.1250,core-skel,2401.00657,math.OC,2401.00688,cs.SI,,False
437,0.2562,0.1250,skel-skel,2401.00670,eess.SY,2401.00822,cond-mat.stat-mech,,False
438,0.2562,0.1250,skel-skel,2401.00822,cond-mat.stat-mech,2401.01397,physics.soc-ph,,False
439,0.2562,0.1250,skel-skel,2401.01397,physics.soc-ph,2505.15526,q-fin.GN,,False
440,0.2467,0.1667,skel-skel,2311.15996,cs.LG,2401.00657,math.OC,,False
441,0.2467,0.1667,skel-skel,2401.00657,math.OC,2401.00670,eess.SY,,False
442,0.2467,0.1667,skel-skel,2401.00657,math.OC,2401.01397,physics.soc-ph,,False
443,0.2450,0.2000,skel-core,2012.11533,eess.SY,2401.00839,econ.TH,,False
444,0.2450,0.2000,core-skel,2202.04557,cs.NE,2401.00948,cond-mat.stat-mech,,False
445,0.2450,0.2000,core-core,2401.00622,cs.LG,2401.00839,econ.TH,,False
446,0.2450,0.2000,core-skel,2401.00839,econ.TH,2401.01171,physics.soc-ph,,False
447,0.2450,0.2000,core-skel,2401.00839,econ.TH,2401.01850,nlin.AO,,False
448,0.2450,0.2000,core-skel,2401.00839,econ.TH,2401.09955,q-fin.PR,,False
449,0.2445,0.1818,core-skel,2308.15326,physics.soc-ph,2401.00670,eess.SY,,False
450,0.2444,0.1111,skel-skel,1008.3331,cond-mat.stat-mech,2004.09314,q-bio.PE,,False
451,0.2444,0.1111,core-core,1504.03074,q-fin.PR,1511.02314,nlin.PS,,False
452,0.2444,0.1111,core-core,1511.02314,nlin.PS,1702.00718,q-bio.NC,,False
453,0.2444,0.1111,skel-core,1602.05417,physics.class-ph,2004.09314,q-bio.PE,,False
454,0.2444,0.1111,core-skel,1602.05417,physics.class-ph,2007.02182,quant-ph,,False
455,0.2444,0.1111,core-skel,1602.05417,physics.class-ph,2401.00623,math.AP,,False
456,0.2444,0.1111,core-core,1607.07287,cond-mat.stat-mech,2401.03776,q-fin.PR,,False
457,0.2444,0.1111,core-skel,1712.01032,physics.class-ph,2401.00822,cond-mat.stat-mech,,False
458,0.2444,0.1111,skel-skel,1807.11410,nlin.AO,2004.09314,q-bio.PE,,False
459,0.2444,0.1111,skel-skel,2004.09314,q-bio.PE,2401.00822,cond-mat.stat-mech,,False
460,0.2444,0.1111,core-core,2401.00651,cs.SI,2402.13378,econ.TH,,False
461,0.2444,0.1111,core-skel,2401.00657,math.OC,2401.00948,cond-mat.stat-mech,,False
462,0.2425,0.2500,skel-skel,1402.1384,cs.IT,2401.00671,math.PR,,False
463,0.2425,0.2500,core-core,1402.3007,math-ph,2004.09314,q-bio.PE,,False
464,0.2425,0.2500,skel-skel,1402.3007,math-ph,2401.00671,math.PR,,False
465,0.2425,0.2500,core-skel,1501.04037,cond-mat.supr-con,2401.00670,eess.SY,,False
466,0.2425,0.2500,skel-core,1501.04037,cond-mat.supr-con,2401.00743,q-bio.PE,,False
467,0.2425,0.2500,skel-core,1504.03074,q-fin.PR,2004.09314,q-bio.PE,,False
468,0.2425,0.2500,core-skel,1506.01137,q-bio.PE,2007.02182,quant-ph,,False
469,0.2425,0.2500,skel-core,1511.02314,nlin.PS,2401.00743,q-bio.PE,,False
470,0.2425,0.2500,core-skel,1712.01032,physics.class-ph,2401.00948,cond-mat.stat-mech,,False
471,0.2425,0.2500,core-core,1807.11410,nlin.AO,2401.00688,cs.SI,,False
472,0.2425,0.2500,skel-core,2004.01025,cs.LG,2007.02182,quant-ph,,False
473,0.2425,0.2500,core-skel,2007.02182,quant-ph,2202.04557,cs.NE,,False
474,0.2425,0.2500,core-skel,2007.02182,quant-ph,2401.00670,eess.SY,,False
475,0.2425,0.2500,core-skel,2012.11533,eess.SY,2308.15326,physics.soc-ph,,False
476,0.2425,0.2500,core-skel,2401.00622,cs.LG,2401.00671,math.PR,,False
477,0.2425,0.2500,core-skel,2401.00623,math.AP,2401.00822,cond-mat.stat-mech,,False
478,0.2414,0.1429,skel-core,1607.07287,cond-mat.stat-mech,2401.00621,math.AP,,False
479,0.2414,0.1429,core-skel,2401.00621,math.AP,2401.00688,cs.SI,,False
480,0.2350,0.1000,skel-core,1402.3007,math-ph,2505.15526,q-fin.GN,,False
481,0.2350,0.1000,core-core,1501.04037,cond-mat.supr-con,1504.03074,q-fin.PR,,False
482,0.2350,0.1000,skel-core,1501.04037,cond-mat.supr-con,2505.15526,q-fin.GN,,False
483,0.2350,0.1000,skel-core,1511.02314,nlin.PS,2505.15526,q-fin.GN,,False
484,0.2350,0.1000,skel-core,2012.11533,eess.SY,2208.02457,q-bio.PE,,False
485,0.2350,0.1000,core-core,2401.00651,cs.SI,2401.00657,math.OC,,False
486,0.2350,0.1000,core-core,2401.00688,cs.SI,2401.00948,cond-mat.stat-mech,,False
487,0.2317,0.1667,skel-core,1008.3331,cond-mat.stat-mech,2308.15326,physics.soc-ph,,False
488,0.2317,0.1667,skel-skel,1402.3007,math-ph,2401.03776,q-fin.PR,,False
489,0.2317,0.1667,core-core,2203.16300,eess.SY,2308.15326,physics.soc-ph,,False
490,0.2317,0.1667,skel-skel,2401.01171,physics.soc-ph,2401.03776,q-fin.PR,,False
491,0.2317,0.1667,skel-skel,2401.01850,nlin.AO,2401.03776,q-fin.PR,,False
492,0.2273,0.0909,core-core,2008.00245,cond-mat.stat-mech,2401.03776,q-fin.PR,,False
493,0.2273,0.0909,skel-core,2306.13252,physics.flu-dyn,2505.15526,q-fin.GN,,False
494,0.2264,0.1429,skel-skel,2004.09314,q-bio.PE,2401.00657,math.OC,,False
495,0.2263,0.1250,skel-core,1607.07287,cond-mat.stat-mech,2401.00623,math.AP,,False
496,0.2263,0.1250,core-skel,2401.00621,math.AP,2401.00948,cond-mat.stat-mech,,False
497,0.2263,0.1250,core-skel,2401.00623,math.AP,2401.00688,cs.SI,,False
498,0.2262,0.2308,core-core,2008.00245,cond-mat.stat-mech,2308.15326,physics.soc-ph,,False
499,0.2262,0.2308,core-core,2308.15326,physics.soc-ph,2401.00948,cond-mat.stat-mech,,False
500,0.2189,0.2222,skel-core,1406.2405,q-bio.PE,2401.00651,cs.SI,,False
501,0.2189,0.2222,core-core,1501.04037,cond-mat.supr-con,2203.16300,eess.SY,,False
502,0.2189,0.2222,core-core,1511.02314,nlin.PS,2401.01397,physics.soc-ph,,False
503,0.2189,0.2222,skel-core,1709.01726,physics.soc-ph,2401.00651,cs.SI,,False
504,0.2189,0.2222,core-core,1712.01032,physics.class-ph,2007.02182,quant-ph,,False
505,0.2189,0.2222,core-core,2007.02182,quant-ph,2401.00657,math.OC,,False
506,0.2189,0.2222,core-skel,2007.02182,quant-ph,2401.00948,cond-mat.stat-mech,,False
507,0.2189,0.2222,skel-core,2007.02182,quant-ph,2401.01632,q-bio.PE,,False
508,0.2189,0.2222,core-core,2012.11533,eess.SY,2401.00940,econ.TH,,False
509,0.2189,0.2222,core-skel,2401.00651,cs.SI,2505.15526,q-fin.GN,,False
510,0.2189,0.2222,core-core,2401.00948,cond-mat.stat-mech,2401.01850,nlin.AO,,False
511,0.2167,0.1667,core-core,1402.1384,cs.IT,2401.00948,cond-mat.stat-mech,,False
512,0.2167,0.1667,skel-core,1506.01137,q-bio.PE,2401.00839,econ.TH,,False
513,0.2167,0.1667,skel-core,1612.08949,physics.soc-ph,2401.00622,cs.LG,,False
514,0.2167,0.1667,skel-core,1612.08949,physics.soc-ph,2401.00664,math.OC,,False
515,0.2167,0.1667,skel-core,2004.01025,cs.LG,2401.00839,econ.TH,,False
516,0.2167,0.1667,skel-core,2202.04557,cs.NE,2401.00839,econ.TH,,False
517,0.2167,0.1667,skel-core,2401.00622,cs.LG,2401.03776,q-fin.PR,,False
518,0.2167,0.1667,core-skel,2401.00839,econ.TH,2401.01632,q-bio.PE,,False
519,0.2144,0.1111,core-core,2401.00621,math.AP,2401.00651,cs.SI,,False
520,0.2144,0.1111,core-skel,2401.00623,math.AP,2401.00948,cond-mat.stat-mech,,False
521,0.2114,0.1429,skel-core,1402.3007,math-ph,2401.09955,q-fin.PR,,False
522,0.2114,0.1429,skel-skel,1702.00718,q-bio.NC,2401.03776,q-fin.PR,,False
523,0.2114,0.1429,core-skel,1702.01718,math.AP,2401.03776,q-fin.PR,,False
524,0.2114,0.1429,skel-skel,2004.01025,cs.LG,2401.03776,q-fin.PR,,False
525,0.2114,0.1429,skel-skel,2202.04557,cs.NE,2401.03776,q-fin.PR,,False
526,0.2114,0.1429,skel-skel,2203.16300,eess.SY,2401.03776,q-fin.PR,,False
527,0.2114,0.1429,skel-skel,2401.00670,eess.SY,2401.03776,q-fin.PR,,False
528,0.2114,0.1429,skel-skel,2401.01397,physics.soc-ph,2401.03776,q-fin.PR,,False
529,0.2114,0.1429,skel-skel,2401.01632,q-bio.PE,2401.03776,q-fin.PR,,False
530,0.2114,0.1429,skel-core,2401.03776,q-fin.PR,2408.11953,physics.optics,,False
531,0.2112,0.1250,core-core,1702.01718,math.AP,2012.11533,eess.SY,,False
532,0.2050,0.1000,core-core,2401.00623,math.AP,2401.00651,cs.SI,,False
533,0.2000,0.2000,core-skel,1402.1384,cs.IT,2401.00822,cond-mat.stat-mech,,False
534,0.2000,0.2000,skel-skel,1402.1384,cs.IT,2401.01850,nlin.AO,,False
535,0.2000,0.2000,core-core,1402.3007,math-ph,2208.02457,q-bio.PE,,False
536,0.2000,0.2000,skel-skel,1402.3007,math-ph,2401.00657,math.OC,,False
537,0.2000,0.2000,skel-skel,1402.3007,math-ph,2401.01171,physics.soc-ph,,False
538,0.2000,0.2000,skel-skel,1403.3103,math.AP,2012.11533,eess.SY,,False
539,0.2000,0.2000,skel-core,1504.03074,q-fin.PR,2208.02457,q-bio.PE,,False
540,0.2000,0.2000,skel-skel,1504.03074,q-fin.PR,2401.00671,math.PR,,False
541,0.2000,0.2000,core-core,1607.07287,cond-mat.stat-mech,2311.15996,cs.LG,,False
542,0.2000,0.2000,core-skel,1612.08949,physics.soc-ph,2008.00245,cond-mat.stat-mech,,False
543,0.2000,0.2000,skel-skel,1702.00718,q-bio.NC,2401.00671,math.PR,,False
544,0.2000,0.2000,core-core,1807.11410,nlin.AO,2401.00651,cs.SI,,False
545,0.2000,0.2000,core-core,1807.11410,nlin.AO,2401.00940,econ.TH,,False
546,0.2000,0.2000,skel-skel,2007.02182,quant-ph,2401.00671,math.PR,,False
547,0.2000,0.2000,skel-core,2007.02182,quant-ph,2401.00743,q-bio.PE,,False
548,0.2000,0.2000,skel-core,2008.00245,cond-mat.stat-mech,2202.04557,cs.NE,ising_hopfield,False
549,0.2000,0.2000,skel-skel,2012.11533,eess.SY,2401.00621,math.AP,,False
550,0.2000,0.2000,core-core,2208.02457,q-bio.PE,2401.00621,math.AP,,False
551,0.2000,0.2000,skel-core,2306.13252,physics.flu-dyn,2401.00743,q-bio.PE,,False
552,0.2000,0.2000,skel-skel,2401.00621,math.AP,2401.01850,nlin.AO,,False
553,0.2000,0.2000,skel-skel,2401.00625,cs.LG,2401.00670,eess.SY,,False
554,0.2000,0.2000,skel-skel,2401.00625,cs.LG,2401.00940,econ.TH,,False
555,0.2000,0.2000,skel-core,2401.00651,cs.SI,2401.01171,physics.soc-ph,,False
556,0.2000,0.2000,core-core,2401.00651,cs.SI,2401.01397,physics.soc-ph,,False
557,0.2000,0.2000,skel-skel,2401.00651,cs.SI,2401.01850,nlin.AO,,False
558,0.2000,0.2000,skel-skel,2401.00651,cs.SI,2401.09955,q-fin.PR,,False
559,0.2000,0.2000,core-core,2401.00661,eess.SY,2401.01397,physics.soc-ph,,False
560,0.2000,0.2000,core-skel,2401.00664,math.OC,2401.01850,nlin.AO,,False
561,0.2000,0.2000,skel-core,2401.00671,math.PR,2408.11953,physics.optics,,False
562,0.2000,0.2000,core-core,2401.00688,cs.SI,2401.00743,q-bio.PE,,False
563,0.2000,0.2000,core-core,2401.00688,cs.SI,2401.00822,cond-mat.stat-mech,,False
564,0.2000,0.2000,core-skel,2401.00822,cond-mat.stat-mech,2401.00940,econ.TH,,False
565,0.2000,0.2000,core-core,2401.00940,econ.TH,2401.01397,physics.soc-ph,,False
566,0.1964,0.1429,skel-core,1406.2405,q-bio.PE,2401.00839,econ.TH,,False
567,0.1964,0.1429,skel-core,1612.08949,physics.soc-ph,2402.13378,econ.TH,,False
568,0.1964,0.1429,skel-core,1709.01726,physics.soc-ph,2401.00839,econ.TH,,False
569,0.1964,0.1429,skel-core,1807.11410,nlin.AO,2401.00839,econ.TH,,False
570,0.1964,0.1429,core-skel,2401.00661,eess.SY,2401.00671,math.PR,,False
571,0.1964,0.1429,skel-core,2401.00822,cond-mat.stat-mech,2401.00839,econ.TH,,False
572,0.1964,0.1429,core-skel,2401.00839,econ.TH,2505.15526,q-fin.GN,,False
573,0.1962,0.1250,core-skel,1008.3331,cond-mat.stat-mech,1402.3007,math-ph,,False
574,0.1962,0.1250,core-skel,1008.3331,cond-mat.stat-mech,2401.00621,math.AP,,False
575,0.1962,0.1250,skel-core,1602.05417,physics.class-ph,2401.00671,math.PR,,False
576,0.1962,0.1250,core-skel,1702.01718,math.AP,2308.15326,physics.soc-ph,,False
577,0.1962,0.1250,skel-skel,1709.01726,physics.soc-ph,2401.03776,q-fin.PR,,False
578,0.1962,0.1250,skel-core,1712.01032,physics.class-ph,2401.00671,math.PR,,False
579,0.1962,0.1250,skel-skel,1807.11410,nlin.AO,2401.03776,q-fin.PR,,False
580,0.1962,0.1250,skel-skel,2004.09314,q-bio.PE,2401.03776,q-fin.PR,,False
581,0.1962,0.1250,skel-skel,2208.02457,q-bio.PE,2401.03776,q-fin.PR,,False
582,0.1962,0.1250,skel-core,2306.13252,physics.flu-dyn,2401.00671,math.PR,,False
583,0.1962,0.1250,core-core,2401.09955,q-fin.PR,2408.11953,physics.optics,,False
584,0.1900,0.1000,core-core,1612.08949,physics.soc-ph,1702.01718,math.AP,,False
585,0.1900,0.1000,core-skel,1612.08949,physics.soc-ph,2311.15996,cs.LG,,False
586,0.1900,0.1000,core-skel,1612.08949,physics.soc-ph,2401.00670,eess.SY,,False
587,0.1845,0.1818,core-core,2208.02457,q-bio.PE,2401.00623,math.AP,,False
588,0.1845,0.1818,core-core,2401.00651,cs.SI,2401.01632,q-bio.PE,,False
