rank,score,feature_jaccard,best_view,id1,cat1,id2,cat2,planted,held_out
589,0.1844,0.1111,core-skel,1008.3331,cond-mat.stat-mech,1504.03074,q-fin.PR,,False
590,0.1844,0.1111,core-skel,1008.3331,cond-mat.stat-mech,2306.13252,physics.flu-dyn,,False
591,0.1844,0.1111,core-skel,1008.3331,cond-mat.stat-mech,2401.00623,math.AP,,False
592,0.1844,0.1111,core-core,1008.3331,cond-mat.stat-mech,2408.11953,physics.optics,,False
593,0.1844,0.1111,skel-core,1402.3007,math-ph,1406.2405,q-bio.PE,,False
594,0.1844,0.1111,core-skel,1406.2405,q-bio.PE,2401.00621,math.AP,,False
595,0.1844,0.1111,core-skel,1501.04037,cond-mat.supr-con,2401.03776,q-fin.PR,,False
596,0.1844,0.1111,skel-skel,2308.15326,physics.soc-ph,2401.00822,cond-mat.stat-mech,,False
597,0.1844,0.1111,core-skel,2311.15996,cs.LG,2401.00621,math.AP,,False
598,0.1823,0.0909,core-skel,1612.08949,physics.soc-ph,2004.09314,q-bio.PE,,False
599,0.1812,0.1250,skel-core,2008.00245,cond-mat.stat-mech,2401.00621,math.AP,,False
600,0.1812,0.1250,core-skel,2401.00940,econ.TH,2401.01171,physics.soc-ph,,False
601,0.1812,0.1250,core-skel,2401.00940,econ.TH,2401.01850,nlin.AO,,False
602,0.1812,0.1250,core-skel,2401.00940,econ.TH,2401.09955,q-fin.PR,,False
603,0.1750,0.1000,skel-core,1402.3007,math-ph,2401.00822,cond-mat.stat-mech,,False
604,0.1750,0.1000,core-skel,1406.2405,q-bio.PE,1504.03074,q-fin.PR,,False
605,0.1750,0.1000,core-skel,1406.2405,q-bio.PE,2007.02182,quant-ph,,False
606,0.1750,0.1000,core-skel,1406.2405,q-bio.PE,2401.00623,math.AP,,False
607,0.1750,0.1000,core-core,1406.2405,q-bio.PE,2408.11953,physics.optics,,False
608,0.1750,0.1000,core-core,1501.04037,cond-mat.supr-con,2401.00671,math.PR,,False
609,0.1750,0.1000,skel-core,2306.13252,physics.flu-dyn,2311.15996,cs.LG,,False
610,0.1750,0.1000,core-skel,2311.15996,cs.LG,2401.00623,math.AP,,False
611,0.1717,0.1667,skel-skel,1402.1384,cs.IT,1506.01137,q-bio.PE,,False
612,0.1717,0.1667,skel-skel,1402.1384,cs.IT,2203.16300,eess.SY,,False
613,0.1717,0.1667,skel-skel,1402.1384,cs.IT,2401.01632,q-bio.PE,,False
614,0.1717,0.1667,skel-skel,1402.3007,math-ph,1506.01137,q-bio.PE,,False
615,0.1717,0.1667,skel-skel,1402.3007,math-ph,2004.01025,cs.LG,,False
616,0.1717,0.1667,skel-skel,1402.3007,math-ph,2202.04557,cs.NE,,False
617,0.1717,0.1667,skel-skel,1402.3007,math-ph,2203.16300,eess.SY,,False
618,0.1717,0.1667,skel-skel,1402.3007,math-ph,2401.00670,eess.SY,,False
619,0.1717,0.1667,skel-skel,1402.3007,math-ph,2401.01632,q-bio.PE,,False
620,0.1717,0.1667,skel-skel,1406.2405,q-bio.PE,2401.00622,cs.LG,,False
621,0.1717,0.1667,skel-skel,1406.2405,q-bio.PE,2401.00625,cs.LG,,False
622,0.1717,0.1667,skel-skel,1504.03074,q-fin.PR,2401.00657,math.OC,,False
623,0.1717,0.1667,skel-skel,1504.03074,q-fin.PR,2401.01171,physics.soc-ph,,False
624,0.1717,0.1667,skel-skel,1506.01137,q-bio.PE,2401.00621,math.AP,,False
625,0.1717,0.1667,skel-skel,1506.01137,q-bio.PE,2401.00651,cs.SI,,False
626,0.1717,0.1667,skel-core,1506.01137,q-bio.PE,2401.00664,math.OC,,False
627,0.1717,0.1667,skel-skel,1511.02314,nlin.PS,2203.16300,eess.SY,,False
628,0.1717,0.1667,skel-skel,1612.08949,physics.soc-ph,2401.00621,math.AP,,False
629,0.1717,0.1667,core-core,1612.08949,physics.soc-ph,2401.00948,cond-mat.stat-mech,,False
630,0.1717,0.1667,skel-skel,1702.00718,q-bio.NC,2401.00657,math.OC,,False
631,0.1717,0.1667,skel-skel,1702.00718,q-bio.NC,2401.01171,physics.soc-ph,,False
632,0.1717,0.1667,skel-skel,1702.00718,q-bio.NC,2401.01850,nlin.AO,,False
633,0.1717,0.1667,skel-skel,1709.01726,physics.soc-ph,2401.00625,cs.LG,,False
634,0.1717,0.1667,skel-core,1709.01726,physics.soc-ph,2401.00743,q-bio.PE,,False
635,0.1717,0.1667,skel-core,1807.11410,nlin.AO,2401.00743,q-bio.PE,,False
636,0.1717,0.1667,skel-skel,2004.09314,q-bio.PE,2401.00625,cs.LG,,False
637,0.1717,0.1667,skel-skel,2007.02182,quant-ph,2401.01171,physics.soc-ph,,False
638,0.1717,0.1667,skel-skel,2007.02182,quant-ph,2401.01850,nlin.AO,,False
639,0.1717,0.1667,skel-core,2008.00245,cond-mat.stat-mech,2401.00743,q-bio.PE,,False
640,0.1717,0.1667,skel-skel,2012.11533,eess.SY,2401.00623,math.AP,,False
641,0.1717,0.1667,core-core,2012.11533,eess.SY,2401.00743,q-bio.PE,,False
642,0.1717,0.1667,skel-core,2202.04557,cs.NE,2401.00664,math.OC,,False
643,0.1717,0.1667,skel-skel,2203.16300,eess.SY,2401.00621,math.AP,,False
644,0.1717,0.1667,skel-core,2203.16300,eess.SY,2401.00664,math.OC,,False
645,0.1717,0.1667,skel-skel,2208.02457,q-bio.PE,2401.00625,cs.LG,,False
646,0.1717,0.1667,core-core,2208.02457,q-bio.PE,2401.00651,cs.SI,,False
647,0.1717,0.1667,core-skel,2306.13252,physics.flu-dyn,2401.00640,math.PR,,False
648,0.1717,0.1667,skel-core,2308.15326,physics.soc-ph,2401.00743,q-bio.PE,,False
649,0.1717,0.1667,skel-skel,2401.00621,math.AP,2401.01632,q-bio.PE,,False
650,0.1717,0.1667,skel-skel,2401.00623,math.AP,2401.01850,nlin.AO,,False
651,0.1717,0.1667,skel-skel,2401.00625,cs.LG,2505.15526,q-fin.GN,,False
652,0.1717,0.1667,core-core,2401.00640,math.PR,2401.09955,q-fin.PR,,False
653,0.1717,0.1667,core-core,2401.00651,cs.SI,2401.00822,cond-mat.stat-mech,,False
654,0.1717,0.1667,skel-skel,2401.00657,math.OC,2401.03776,q-fin.PR,,False
655,0.1717,0.1667,skel-core,2401.00657,math.OC,2408.11953,physics.optics,,False
656,0.1717,0.1667,core-skel,2401.00664,math.OC,2401.01632,q-bio.PE,,False
657,0.1717,0.1667,core-skel,2401.00743,q-bio.PE,2401.00822,cond-mat.stat-mech,,False
658,0.1717,0.1667,core-skel,2401.00743,q-bio.PE,2401.00948,cond-mat.stat-mech,,False
659,0.1717,0.1667,skel-core,2401.01850,nlin.AO,2402.13378,econ.TH,,False
660,0.1717,0.1667,skel-core,2401.01850,nlin.AO,2408.11953,physics.optics,,False
661,0.1694,0.1111,skel-core,1506.01137,q-bio.PE,2401.00940,econ.TH,,False
662,0.1694,0.1111,skel-core,1607.07287,cond-mat.stat-mech,2004.01025,cs.LG,,False
663,0.1694,0.1111,core-core,1702.01718,math.AP,2401.00661,eess.SY,,False
664,0.1694,0.1111,skel-core,2008.00245,cond-mat.stat-mech,2401.00623,math.AP,,False
665,0.1694,0.1111,skel-core,2008.00245,cond-mat.stat-mech,2401.00657,math.OC,,False
666,0.1694,0.1111,core-skel,2012.11533,eess.SY,2401.00948,cond-mat.stat-mech,,False
667,0.1694,0.1111,skel-core,2311.15996,cs.LG,2401.00661,eess.SY,,False
668,0.1694,0.1111,core-skel,2401.00940,econ.TH,2401.01632,q-bio.PE,,False
669,0.1673,0.0909,skel-core,1504.03074,q-fin.PR,2401.00822,cond-mat.stat-mech,,False
670,0.1673,0.0909,skel-core,1702.00718,q-bio.NC,2401.00822,cond-mat.stat-mech,,False
671,0.1673,0.0909,core-skel,2308.15326,physics.soc-ph,2401.09955,q-fin.PR,,False
672,0.1673,0.0909,core-core,2401.00822,cond-mat.stat-mech,2408.11953,physics.optics,,False
673,0.1663,0.1250,skel-core,1402.3007,math-ph,1807.11410,nlin.AO,,False
674,0.1663,0.1250,skel-core,1501.04037,cond-mat.supr-con,1807.11410,nlin.AO,,False
675,0.1663,0.1250,core-skel,1807.11410,nlin.AO,2401.00621,math.AP,,False
676,0.1608,0.0833,core-core,1501.04037,cond-mat.supr-con,2311.15996,cs.LG,,False
677,0.1608,0.0833,core-core,1602.05417,physics.class-ph,2311.15996,cs.LG,,False
678,0.1608,0.1538,core-core,1402.1384,cs.IT,2208.02457,q-bio.PE,,False
679,0.1600,0.1000,skel-core,1607.07287,cond-mat.stat-mech,2202.04557,cs.NE,,False
680,0.1600,0.1000,skel-core,1709.01726,physics.soc-ph,2401.00940,econ.TH,,False
681,0.1600,0.1000,core-skel,2004.01025,cs.LG,2401.00948,cond-mat.stat-mech,,False
682,0.1600,0.1000,core-core,2202.04557,cs.NE,2402.13378,econ.TH,,False
683,0.1600,0.1000,core-core,2208.02457,q-bio.PE,2401.00839,econ.TH,,False
684,0.1600,0.1000,core-core,2401.00651,cs.SI,2401.03776,q-fin.PR,,False
685,0.1600,0.1000,core-core,2401.00670,eess.SY,2401.00940,econ.TH,,False
686,0.1600,0.1000,core-skel,2401.00940,econ.TH,2505.15526,q-fin.GN,,False
687,0.1554,0.0769,skel-core,2208.02457,q-bio.PE,2308.15326,physics.soc-ph,,False
688,0.1554,0.0769,core-skel,2308.15326,physics.soc-ph,2505.15526,q-fin.GN,,False
689,0.1544,0.1111,skel-core,1504.03074,q-fin.PR,1807.11410,nlin.AO,,False
690,0.1544,0.1111,skel-core,1702.00718,q-bio.NC,1807.11410,nlin.AO,,False
691,0.1544,0.1111,core-skel,1807.11410,nlin.AO,2007.02182,quant-ph,,False
692,0.1544,0.1111,core-skel,1807.11410,nlin.AO,2401.00623,math.AP,,False
693,0.1523,0.0909,core-skel,1402.1384,cs.IT,2008.00245,cond-mat.stat-mech,,False
694,0.1523,0.0909,core-core,1402.1384,cs.IT,2401.03776,q-fin.PR,,False
695,0.1514,0.1429,skel-skel,1008.3331,cond-mat.stat-mech,1402.1384,cs.IT,,False
696,0.1514,0.1429,core-core,1008.3331,cond-mat.stat-mech,2401.00640,math.PR,,False
697,0.1514,0.1429,skel-core,1008.3331,cond-mat.stat-mech,2401.00664,math.OC,,False
698,0.1514,0.1429,skel-skel,1402.1384,cs.IT,1406.2405,q-bio.PE,,False
699,0.1514,0.1429,skel-skel,1402.1384,cs.IT,1709.01726,physics.soc-ph,,False
700,0.1514,0.1429,skel-skel,1402.1384,cs.IT,1807.11410,nlin.AO,,False
701,0.1514,0.1429,skel-skel,1402.1384,cs.IT,2505.15526,q-fin.GN,,False
702,0.1514,0.1429,skel-skel,1402.3007,math-ph,1709.01726,physics.soc-ph,,False
703,0.1514,0.1429,skel-core,1403.3103,math.AP,2401.00670,eess.SY,,False
704,0.1514,0.1429,skel-core,1406.2405,q-bio.PE,2401.00664,math.OC,,False
705,0.1514,0.1429,skel-skel,1501.04037,cond-mat.supr-con,1709.01726,physics.soc-ph,,False
706,0.1514,0.1429,skel-skel,1501.04037,cond-mat.supr-con,2004.09314,q-bio.PE,,False
707,0.1514,0.1429,core-core,1501.04037,cond-mat.supr-con,2401.00640,math.PR,,False
708,0.1514,0.1429,skel-skel,1504.03074,q-fin.PR,1506.01137,q-bio.PE,,False
709,0.1514,0.1429,skel-skel,1504.03074,q-fin.PR,2004.01025,cs.LG,,False
710,0.1514,0.1429,skel-skel,1504.03074,q-fin.PR,2202.04557,cs.NE,,False
711,0.1514,0.1429,skel-skel,1504.03074,q-fin.PR,2203.16300,eess.SY,,False
712,0.1514,0.1429,skel-skel,1504.03074,q-fin.PR,2401.00670,eess.SY,,False
713,0.1514,0.1429,skel-skel,1504.03074,q-fin.PR,2401.01632,q-bio.PE,,False
714,0.1514,0.1429,skel-core,1506.01137,q-bio.PE,2402.13378,econ.TH,,False
715,0.1514,0.1429,skel-core,1506.01137,q-bio.PE,2408.11953,physics.optics,,False
716,0.1514,0.1429,skel-skel,1511.02314,nlin.PS,1709.01726,physics.soc-ph,,False
717,0.1514,0.1429,skel-skel,1511.02314,nlin.PS,2004.09314,q-bio.PE,,False
718,0.1514,0.1429,core-skel,1607.07287,cond-mat.stat-mech,2012.11533,eess.SY,,False
719,0.1514,0.1429,skel-skel,1612.08949,physics.soc-ph,2401.00623,math.AP,,False
720,0.1514,0.1429,skel-skel,1702.00718,q-bio.NC,1712.01032,physics.class-ph,,False
721,0.1514,0.1429,skel-skel,1702.00718,q-bio.NC,2004.01025,cs.LG,,False
722,0.1514,0.1429,skel-skel,1702.00718,q-bio.NC,2202.04557,cs.NE,,False
723,0.1514,0.1429,skel-skel,1702.00718,q-bio.NC,2203.16300,eess.SY,,False
724,0.1514,0.1429,core-core,1702.01718,math.AP,2401.00688,cs.SI,,False
725,0.1514,0.1429,skel-skel,1709.01726,physics.soc-ph,2401.00621,math.AP,,False
726,0.1514,0.1429,skel-core,1709.01726,physics.soc-ph,2401.00664,math.OC,,False
727,0.1514,0.1429,skel-core,1807.11410,nlin.AO,2401.00664,math.OC,,False
728,0.1514,0.1429,skel-core,2004.01025,cs.LG,2408.11953,physics.optics,,False
729,0.1514,0.1429,skel-skel,2007.02182,quant-ph,2203.16300,eess.SY,,False
730,0.1514,0.1429,skel-skel,2007.02182,quant-ph,2401.01397,physics.soc-ph,,False
731,0.1514,0.1429,skel-core,2008.00245,cond-mat.stat-mech,2401.01171,physics.soc-ph,,False
732,0.1514,0.1429,skel-core,2202.04557,cs.NE,2408.11953,physics.optics,,False
733,0.1514,0.1429,skel-skel,2203.16300,eess.SY,2401.00623,math.AP,,False
734,0.1514,0.1429,skel-core,2203.16300,eess.SY,2402.13378,econ.TH,,False
735,0.1514,0.1429,skel-skel,2306.13252,physics.flu-dyn,2401.00670,eess.SY,,False
736,0.1514,0.1429,skel-core,2401.00621,math.AP,2401.00670,eess.SY,,False
737,0.1514,0.1429,skel-core,2401.00625,cs.LG,2401.00661,eess.SY,,False
738,0.1514,0.1429,core-core,2401.00625,cs.LG,2401.03776,q-fin.PR,,False
739,0.1514,0.1429,core-core,2401.00664,math.OC,2401.00670,eess.SY,,False
740,0.1514,0.1429,core-skel,2401.00664,math.OC,2401.00822,cond-mat.stat-mech,,False
741,0.1514,0.1429,core-skel,2401.00664,math.OC,2505.15526,q-fin.GN,,False
742,0.1514,0.1429,core-skel,2401.00670,eess.SY,2402.13378,econ.TH,,False
743,0.1514,0.1429,skel-core,2401.00670,eess.SY,2408.11953,physics.optics,,False
744,0.1514,0.1429,skel-core,2401.00839,econ.TH,2401.01397,physics.soc-ph,,False
745,0.1514,0.1429,skel-skel,2401.00948,cond-mat.stat-mech,2401.09955,q-fin.PR,,False
746,0.1514,0.1429,skel-core,2401.01632,q-bio.PE,2402.13378,econ.TH,,False
747,0.1514,0.1429,skel-core,2401.01632,q-bio.PE,2408.11953,physics.optics,,False
748,0.1500,0.0000,skel-skel,1402.1384,cs.IT,2401.00640,math.PR,,False
749,0.1500,0.0000,skel-core,1402.1384,cs.IT,2401.00743,q-bio.PE,,False
750,0.1500,0.0000,core-core,1402.3007,math-ph,2306.13252,physics.flu-dyn,,False
751,0.1500,0.0000,core-core,1403.3103,math.AP,2401.00622,cs.LG,,False
752,0.1500,0.0000,core-core,1403.3103,math.AP,2401.00651,cs.SI,,False
753,0.1500,0.0000,core-skel,1403.3103,math.AP,2401.00839,econ.TH,,False
754,0.1500,0.0000,core-skel,1403.3103,math.AP,2401.00948,cond-mat.stat-mech,,False
755,0.1500,0.0000,skel-skel,1406.2405,q-bio.PE,1602.05417,physics.class-ph,,False
756,0.1500,0.0000,skel-core,1406.2405,q-bio.PE,1712.01032,physics.class-ph,,False
757,0.1500,0.0000,core-skel,1501.04037,cond-mat.supr-con,2401.00621,math.AP,,False
758,0.1500,0.0000,core-skel,1501.04037,cond-mat.supr-con,2401.00623,math.AP,,False
759,0.1500,0.0000,skel-skel,1506.01137,q-bio.PE,1602.05417,physics.class-ph,,False
760,0.1500,0.0000,skel-core,1506.01137,q-bio.PE,1712.01032,physics.class-ph,,False
761,0.1500,0.0000,core-skel,1511.02314,nlin.PS,2401.00621,math.AP,,False
762,0.1500,0.0000,core-skel,1511.02314,nlin.PS,2401.00623,math.AP,,False
763,0.1500,0.0000,core-skel,1602.05417,physics.class-ph,1702.01718,math.AP,,False
764,0.1500,0.0000,skel-skel,1602.05417,physics.class-ph,2004.01025,cs.LG,,False
765,0.1500,0.0000,skel-skel,1602.05417,physics.class-ph,2012.11533,eess.SY,,False
766,0.1500,0.0000,skel-skel,1602.05417,physics.class-ph,2202.04557,cs.NE,,False
767,0.1500,0.0000,skel-skel,1602.05417,physics.class-ph,2401.00822,cond-mat.stat-mech,,False
768,0.1500,0.0000,skel-skel,1602.05417,physics.class-ph,2401.01632,q-bio.PE,,False
769,0.1500,0.0000,skel-skel,1602.05417,physics.class-ph,2401.09955,q-fin.PR,,False
770,0.1500,0.0000,core-core,1607.07287,cond-mat.stat-mech,2401.00640,math.PR,,False
771,0.1500,0.0000,skel-skel,1607.07287,cond-mat.stat-mech,2401.00839,econ.TH,,False
772,0.1500,0.0000,core-core,1702.01718,math.AP,1712.01032,physics.class-ph,,False
773,0.1500,0.0000,core-core,1712.01032,physics.class-ph,2004.09314,q-bio.PE,,False
774,0.1500,0.0000,core-skel,1712.01032,physics.class-ph,2012.11533,eess.SY,,False
775,0.1500,0.0000,core-skel,1712.01032,physics.class-ph,2311.15996,cs.LG,,False
776,0.1500,0.0000,core-skel,1712.01032,physics.class-ph,2401.01632,q-bio.PE,,False
777,0.1500,0.0000,core-skel,1712.01032,physics.class-ph,2401.01850,nlin.AO,,False
778,0.1500,0.0000,core-skel,2004.09314,q-bio.PE,2012.11533,eess.SY,,False
779,0.1500,0.0000,skel-skel,2012.11533,eess.SY,2311.15996,cs.LG,,False
780,0.1500,0.0000,skel-skel,2012.11533,eess.SY,2401.00671,math.PR,,False
781,0.1500,0.0000,skel-skel,2012.11533,eess.SY,2401.01171,physics.soc-ph,,False
782,0.1500,0.0000,skel-skel,2012.11533,eess.SY,2401.01397,physics.soc-ph,,False
783,0.1500,0.0000,skel-skel,2012.11533,eess.SY,2401.09955,q-fin.PR,,False
784,0.1500,0.0000,core-skel,2306.13252,physics.flu-dyn,2401.00621,math.AP,,False
785,0.1500,0.0000,core-skel,2306.13252,physics.flu-dyn,2401.00623,math.AP,,False
786,0.1500,0.0000,core-core,2401.00622,cs.LG,2401.00657,math.OC,,False
787,0.1500,0.0000,core-skel,2401.00622,cs.LG,2401.00661,eess.SY,,False
788,0.1500,0.0000,core-core,2401.00622,cs.LG,2401.00664,math.OC,,False
789,0.1500,0.0000,core-skel,2401.00622,cs.LG,2401.00948,cond-mat.stat-mech,,False
790,0.1500,0.0000,core-core,2401.00622,cs.LG,2402.13378,econ.TH,,False
791,0.1500,0.0000,core-skel,2401.00625,cs.LG,2401.00640,math.PR,,False
792,0.1500,0.0000,core-core,2401.00625,cs.LG,2401.00743,q-bio.PE,,False
793,0.1500,0.0000,skel-skel,2401.00640,math.PR,2401.00651,cs.SI,,False
794,0.1500,0.0000,core-core,2401.00640,math.PR,2401.00688,cs.SI,,False
795,0.1500,0.0000,skel-core,2401.00640,math.PR,2401.00743,q-bio.PE,,False
796,0.1500,0.0000,core-core,2401.00640,math.PR,2401.00948,cond-mat.stat-mech,,False
797,0.1500,0.0000,skel-core,2401.00651,cs.SI,2401.00743,q-bio.PE,,False
798,0.1500,0.0000,core-skel,2401.00651,cs.SI,2401.00948,cond-mat.stat-mech,,False
799,0.1500,0.0000,skel-skel,2401.00661,eess.SY,2401.00948,cond-mat.stat-mech,,False
800,0.1500,0.0000,core-skel,2401.00664,math.OC,2401.00948,cond-mat.stat-mech,,False
801,0.1500,0.0000,skel-skel,2401.00688,cs.SI,2401.00839,econ.TH,,False
802,0.1500,0.0000,core-core,2401.00688,cs.SI,2401.03776,q-fin.PR,,False
803,0.1500,0.0000,skel-skel,2401.00839,econ.TH,2401.00948,cond-mat.stat-mech,,False
804,0.1500,0.0000,skel-skel,2401.00940,econ.TH,2401.00948,cond-mat.stat-mech,,False
805,0.1500,0.0000,core-core,2401.00948,cond-mat.stat-mech,2401.03776,q-fin.PR,,False
806,0.1500,0.0000,skel-core,2401.00948,cond-mat.stat-mech,2402.13378,econ.TH,,False
807,0.1404,0.0769,core-core,2208.02457,q-bio.PE,2401.00940,econ.TH,,False
808,0.1362,0.1250,skel-core,1008.3331,cond-mat.stat-mech,2402.13378,econ.TH,,False
809,0.1362,0.1250,skel-core,1402.3007,math-ph,2401.00661,eess.SY,,False
810,0.1362,0.1250,skel-skel,1406.2405,q-bio.PE,1607.07287,cond-mat.stat-mech,,False
811,0.1362,0.1250,skel-core,1406.2405,q-bio.PE,2401.00688,cs.SI,,False
812,0.1362,0.1250,skel-core,1406.2405,q-bio.PE,2402.13378,econ.TH,,False
813,0.1362,0.1250,skel-skel,1504.03074,q-fin.PR,1709.01726,physics.soc-ph,,False
814,0.1362,0.1250,core-core,1511.02314,nlin.PS,2401.00688,cs.SI,,False
815,0.1362,0.1250,skel-core,1607.07287,cond-mat.stat-mech,2401.00670,eess.SY,,False
816,0.1362,0.1250,skel-skel,1702.00718,q-bio.NC,1709.01726,physics.soc-ph,,False
817,0.1362,0.1250,skel-skel,1702.00718,q-bio.NC,2401.00948,cond-mat.stat-mech,,False
818,0.1362,0.1250,core-skel,1702.01718,math.AP,2008.00245,cond-mat.stat-mech,,False
819,0.1362,0.1250,core-skel,1702.01718,math.AP,2401.00948,cond-mat.stat-mech,,False
820,0.1362,0.1250,skel-skel,1709.01726,physics.soc-ph,2401.00623,math.AP,,False
821,0.1362,0.1250,skel-core,1709.01726,physics.soc-ph,2401.00688,cs.SI,,False
822,0.1362,0.1250,skel-core,1709.01726,physics.soc-ph,2402.13378,econ.TH,,False
823,0.1362,0.1250,core-core,1712.01032,physics.class-ph,2401.00621,math.AP,,False
824,0.1362,0.1250,skel-core,1807.11410,nlin.AO,2402.13378,econ.TH,,False
825,0.1362,0.1250,skel-skel,2004.01025,cs.LG,2008.00245,cond-mat.stat-mech,,False
826,0.1362,0.1250,skel-skel,2004.09314,q-bio.PE,2306.13252,physics.flu-dyn,,False
827,0.1362,0.1250,skel-core,2004.09314,q-bio.PE,2401.00688,cs.SI,,False
828,0.1362,0.1250,skel-core,2004.09314,q-bio.PE,2408.11953,physics.optics,,False
829,0.1362,0.1250,core-core,2202.04557,cs.NE,2401.00743,q-bio.PE,,False
830,0.1362,0.1250,core-skel,2203.16300,eess.SY,2306.13252,physics.flu-dyn,,False
831,0.1362,0.1250,skel-skel,2208.02457,q-bio.PE,2306.13252,physics.flu-dyn,,False
832,0.1362,0.1250,skel-core,2208.02457,q-bio.PE,2401.00688,cs.SI,,False
833,0.1362,0.1250,core-core,2311.15996,cs.LG,2401.00640,math.PR,,False
834,0.1362,0.1250,skel-core,2401.00623,math.AP,2401.00670,eess.SY,,False
835,0.1362,0.1250,skel-core,2401.00625,cs.LG,2401.01632,q-bio.PE,,False
836,0.1362,0.1250,skel-skel,2401.00670,eess.SY,2401.00948,cond-mat.stat-mech,,False
837,0.1362,0.1250,core-skel,2401.00688,cs.SI,2505.15526,q-fin.GN,,False
838,0.1362,0.1250,skel-core,2401.00822,cond-mat.stat-mech,2402.13378,econ.TH,,False
839,0.1362,0.1250,core-skel,2402.13378,econ.TH,2505.15526,q-fin.GN,,False
840,0.1308,0.0833,skel-core,1702.00718,q-bio.NC,2308.15326,physics.soc-ph,,False
841,0.1244,0.1111,skel-core,1402.3007,math-ph,1612.08949,physics.soc-ph,,False
842,0.1244,0.1111,skel-core,1501.04037,cond-mat.supr-con,1612.08949,physics.soc-ph,,False
843,0.1244,0.1111,core-skel,1501.04037,cond-mat.supr-con,2401.01397,physics.soc-ph,,False
844,0.1244,0.1111,skel-core,1501.04037,cond-mat.supr-con,2401.01632,q-bio.PE,,False
845,0.1244,0.1111,skel-core,1504.03074,q-fin.PR,2401.00661,eess.SY,,False
846,0.1244,0.1111,skel-core,1511.02314,nlin.PS,1612.08949,physics.soc-ph,,False
847,0.1244,0.1111,core-core,1511.02314,nlin.PS,2012.11533,eess.SY,,False
848,0.1244,0.1111,skel-core,1511.02314,nlin.PS,2401.01632,q-bio.PE,,False
849,0.1244,0.1111,skel-core,1702.00718,q-bio.NC,2401.00661,eess.SY,,False
850,0.1244,0.1111,core-skel,1712.01032,physics.class-ph,2008.00245,cond-mat.stat-mech,,False
851,0.1244,0.1111,core-core,1712.01032,physics.class-ph,2401.00623,math.AP,,False
852,0.1244,0.1111,core-core,1712.01032,physics.class-ph,2401.00657,math.OC,,False
853,0.1244,0.1111,skel-skel,1807.11410,nlin.AO,2008.00245,cond-mat.stat-mech,,False
854,0.1244,0.1111,skel-skel,1807.11410,nlin.AO,2401.00948,cond-mat.stat-mech,,False
855,0.1244,0.1111,skel-core,2007.02182,quant-ph,2401.00661,eess.SY,,False
856,0.1244,0.1111,skel-core,2008.00245,cond-mat.stat-mech,2012.11533,eess.SY,,False
857,0.1244,0.1111,core-skel,2308.15326,physics.soc-ph,2401.00640,math.PR,,False
858,0.1244,0.1111,skel-core,2308.15326,physics.soc-ph,2401.00671,math.PR,,False
859,0.1244,0.1111,skel-core,2401.00622,cs.LG,2401.00822,cond-mat.stat-mech,,False
860,0.1244,0.1111,skel-core,2401.00625,cs.LG,2401.00822,cond-mat.stat-mech,,False
861,0.1244,0.1111,core-skel,2401.00651,cs.SI,2401.00670,eess.SY,,False
862,0.1244,0.1111,core-skel,2401.00661,eess.SY,2401.03776,q-fin.PR,,False
863,0.1244,0.1111,core-core,2401.00661,eess.SY,2408.11953,physics.optics,,False
864,0.1244,0.1111,core-core,2401.00688,cs.SI,2401.01397,physics.soc-ph,,False
865,0.1244,0.1111,core-core,2401.00948,cond-mat.stat-mech,2401.01171,physics.soc-ph,,False
866,0.1207,0.0714,core-core,2007.02182,quant-ph,2308.15326,physics.soc-ph,,False
867,0.1200,0.0000,core-core,2401.00621,math.AP,2401.00622,cs.LG,,False
868,0.1200,0.0000,core-core,2401.00622,cs.LG,2401.00623,math.AP,,False
869,0.1150,0.1000,core-core,1403.3103,math.AP,2311.15996,cs.LG,,False
870,0.1150,0.1000,skel-core,1504.03074,q-fin.PR,1612.08949,physics.soc-ph,,False
871,0.1150,0.1000,core-core,1511.02314,nlin.PS,2401.00651,cs.SI,,False
872,0.1150,0.1000,core-core,1511.02314,nlin.PS,2401.00940,econ.TH,,False
873,0.1150,0.1000,core-skel,1612.08949,physics.soc-ph,1702.00718,q-bio.NC,,False
874,0.1150,0.1000,core-skel,1612.08949,physics.soc-ph,2007.02182,quant-ph,,False
875,0.1150,0.1000,core-skel,1612.08949,physics.soc-ph,2401.03776,q-fin.PR,,False
876,0.1150,0.1000,skel-core,2004.09314,q-bio.PE,2401.00651,cs.SI,,False
877,0.1150,0.1000,core-skel,2007.02182,quant-ph,2008.00245,cond-mat.stat-mech,,False
878,0.1150,0.1000,skel-core,2008.00245,cond-mat.stat-mech,2401.01397,physics.soc-ph,,False
879,0.1150,0.1000,core-core,2208.02457,q-bio.PE,2401.00664,math.OC,,False
880,0.1150,0.1000,skel-core,2306.13252,physics.flu-dyn,2401.01632,q-bio.PE,,False
881,0.1150,0.1000,core-core,2306.13252,physics.flu-dyn,2401.03776,q-fin.PR,,False
882,0.1150,0.1000,skel-core,2308.15326,physics.soc-ph,2401.00651,cs.SI,,False
883,0.1150,0.1000,skel-core,2308.15326,physics.soc-ph,2401.00940,econ.TH,,False
884,0.1150,0.1000,core-core,2401.00688,cs.SI,2401.01632,q-bio.PE,,False
885,0.1150,0.1000,skel-core,2401.00948,cond-mat.stat-mech,2401.01397,physics.soc-ph,,False
